"","region","year","pmwar","partyid","likelyvote","pmtherm","perception_economy","birthyr","education","marital_status","income","race","gender","white","female","age","low_attention","married","partstrength","besid","region_cas","population","income_pc","unemploy_rate","pctwhite","weights"
"1",1,2005,3,1,10,7,3,61,NA,6,3,1,1,1,0,45,0,0,0,1709,7,5388154,14370,3.6,0.9511612,NA
"2",1,2005,5,NA,10,0,3,45,10,1,4,1,1,1,0,61,0,1,NA,7448,7,5388154,14370,3.6,0.9511612,NA
"3",1,2005,3,NA,5,10,2,75,NA,1,6,1,2,1,1,31,0,1,NA,4657,7,5388154,14370,3.6,0.9511612,NA
"4",1,2005,2,NA,4,5,4,70,NA,1,3,1,1,1,0,36,0,1,NA,1525,7,5388154,14370,3.6,0.9511612,NA
"5",1,2005,3,NA,2,3,2,83,7,6,4,1,2,1,1,23,1,0,NA,5625,7,5388154,14370,3.6,0.9511612,NA
"6",1,2005,3,NA,7,7,NA,66,7,1,8,1,1,1,0,40,0,1,NA,6771,7,5388154,14370,3.6,0.9511612,NA
"7",1,2005,2,NA,10,9,4,72,1,1,11,1,1,1,0,34,0,1,NA,2386,7,5388154,14370,3.6,0.9511612,NA
"8",1,2005,4,10,8,4,4,49,6,1,8,1,1,1,0,57,0,1,0,2276,7,5388154,14370,3.6,0.9511612,NA
"9",1,2005,3,2,9,9,4,80,2,6,13,1,1,1,0,26,0,0,0,2104,7,5388154,14370,3.6,0.9511612,NA
"10",1,2005,1,1,10,10,4,42,NA,1,3,1,1,1,0,64,0,1,1,7134,7,5388154,14370,3.6,0.9511612,NA
"11",1,2005,3,NA,10,7,3,41,6,4,3,1,1,1,0,65,0,0,NA,3655,7,5388154,14370,3.6,0.9511612,NA
"12",1,2005,2,2,10,7,2,48,1,1,NA,1,2,1,1,58,0,1,0,7783,7,5388154,14370,3.6,0.9511612,NA
"13",1,2005,5,2,10,0,2,49,1,1,NA,1,1,1,0,57,0,1,0,4208,7,5388154,14370,3.6,0.9511612,NA
"14",1,2005,4,3,10,10,2,57,4,1,3,1,2,1,1,49,0,1,0,2740,7,5388154,14370,3.6,0.9511612,NA
"15",1,2005,4,9,10,0,1,45,NA,1,5,1,2,1,1,61,0,1,1,4655,7,5388154,14370,3.6,0.9511612,NA
"16",1,2005,5,NA,2,4,3,47,5,5,6,1,2,1,1,59,1,0,NA,5991,7,5388154,14370,3.6,0.9511612,NA
"17",1,2005,5,NA,10,3,3,50,2,1,NA,1,2,1,1,56,0,1,NA,5140,7,5388154,14370,3.6,0.9511612,NA
"18",1,2005,5,NA,10,3,2,63,NA,1,3,1,2,1,1,43,0,1,NA,6082,7,5388154,14370,3.6,0.9511612,NA
"19",1,2005,5,2,10,0,2,67,10,1,3,1,1,1,0,39,0,1,0,5694,7,5388154,14370,3.6,0.9511612,NA
"20",1,2005,3,1,10,8,3,42,NA,5,5,1,1,1,0,64,0,0,0,6769,7,5388154,14370,3.6,0.9511612,NA
"21",1,2005,2,NA,8,6,NA,85,7,6,10,1,1,1,0,21,0,0,NA,4169,7,5388154,14370,3.6,0.9511612,NA
"22",1,2005,5,3,10,4,2,46,2,1,NA,1,2,1,1,60,0,1,0,889,7,5388154,14370,3.6,0.9511612,NA
"23",1,2005,5,NA,10,0,2,46,7,1,8,1,1,1,0,60,0,1,NA,3422,7,5388154,14370,3.6,0.9511612,NA
"24",1,2005,5,NA,10,4,3,41,18,1,5,1,1,1,0,65,0,1,NA,2511,7,5388154,14370,3.6,0.9511612,NA
"25",1,2005,5,1,10,5,3,50,1,1,9,1,1,1,0,56,0,1,0,634,7,5388154,14370,3.6,0.9511612,NA
"26",1,2005,4,NA,10,8,3,46,2,3,5,1,1,1,0,60,0,0,NA,2682,7,5388154,14370,3.6,0.9511612,NA
"27",1,2005,2,1,10,9,5,48,10,1,6,1,2,1,1,58,0,1,0,2427,7,5388154,14370,3.6,0.9511612,NA
"28",1,2005,2,NA,10,3,4,85,7,6,8,1,1,1,0,21,0,0,NA,6430,7,5388154,14370,3.6,0.9511612,NA
"29",1,2005,5,NA,10,0,2,64,10,1,9,1,1,1,0,42,0,1,NA,1343,7,5388154,14370,3.6,0.9511612,NA
"30",1,2005,5,NA,8,0,4,68,12,1,5,1,2,1,1,38,0,1,NA,7230,7,5388154,14370,3.6,0.9511612,NA
"31",1,2005,5,2,10,1,3,79,3,6,NA,1,1,1,0,27,0,0,0,3198,7,5388154,14370,3.6,0.9511612,NA
"32",1,2005,1,NA,10,8,3,51,2,3,6,1,1,1,0,55,0,0,NA,6287,7,5388154,14370,3.6,0.9511612,NA
"33",1,2005,4,NA,9,2,4,39,NA,1,2,1,2,1,1,67,0,1,NA,4366,7,5388154,14370,3.6,0.9511612,NA
"34",1,2005,5,NA,2,1,4,46,2,2,5,1,1,1,0,60,0,0,0,24,7,5388154,14370,3.6,0.9511612,NA
"35",1,2005,3,3,9,5,3,83,2,6,4,1,2,1,1,23,1,0,0,6407,7,5388154,14370,3.6,0.9511612,NA
"36",1,2005,1,10,1,3,3,69,5,6,5,1,2,1,1,37,1,0,0,7671,7,5388154,14370,3.6,0.9511612,NA
"37",1,2005,3,10,10,7,4,83,2,6,13,1,1,1,0,23,0,0,0,1309,7,5388154,14370,3.6,0.9511612,NA
"38",1,2005,1,NA,10,6,4,45,16,1,1,1,1,1,0,61,0,1,NA,3165,7,5388154,14370,3.6,0.9511612,NA
"39",1,2005,5,NA,10,2,2,28,NA,1,4,1,1,1,0,78,0,1,NA,455,7,5388154,14370,3.6,0.9511612,NA
"40",1,2005,5,2,10,0,1,41,NA,5,NA,1,2,1,1,65,0,0,0,5948,7,5388154,14370,3.6,0.9511612,NA
"41",1,2005,5,2,10,4,3,50,18,1,8,1,2,1,1,56,1,1,0,5283,7,5388154,14370,3.6,0.9511612,NA
"42",1,2005,2,NA,10,9,5,48,1,4,11,1,1,1,0,58,0,0,NA,997,7,5388154,14370,3.6,0.9511612,NA
"43",1,2005,5,7,10,0,1,71,10,2,3,1,1,1,0,35,0,0,1,5623,7,5388154,14370,3.6,0.9511612,NA
"44",1,2005,4,2,10,0,2,57,18,1,7,1,1,1,0,49,0,1,0,4656,7,5388154,14370,3.6,0.9511612,NA
"45",1,2005,2,NA,10,7,4,40,7,1,2,1,2,1,1,66,0,1,NA,6382,7,5388154,14370,3.6,0.9511612,NA
"46",1,2005,5,NA,10,5,2,45,NA,2,4,1,2,1,1,61,0,0,NA,7500,7,5388154,14370,3.6,0.9511612,NA
"47",1,2005,2,NA,10,10,5,70,10,1,3,1,1,1,0,36,0,1,NA,1009,7,5388154,14370,3.6,0.9511612,NA
"48",1,2005,2,NA,10,0,2,60,NA,1,6,1,2,1,1,46,0,1,NA,7185,7,5388154,14370,3.6,0.9511612,NA
"49",1,2005,2,1,10,9,NA,70,2,1,8,1,2,1,1,36,0,1,0,5646,7,5388154,14370,3.6,0.9511612,NA
"50",1,2005,5,9,10,2,1,65,7,1,12,1,1,1,0,41,0,1,1,2583,7,5388154,14370,3.6,0.9511612,NA
"51",1,2005,5,7,10,0,1,68,18,1,13,1,1,1,0,38,0,1,0,4679,7,5388154,14370,3.6,0.9511612,NA
"52",1,2005,NA,NA,NA,2,NA,82,10,6,NA,1,2,1,1,24,1,0,NA,3084,7,5388154,14370,3.6,0.9511612,NA
"53",1,2005,2,10,3,NA,NA,80,7,1,6,1,2,1,1,26,1,1,NA,1629,7,5388154,14370,3.6,0.9511612,NA
"54",1,2005,5,2,10,3,2,36,15,1,3,1,2,1,1,70,0,1,0,404,7,5388154,14370,3.6,0.9511612,NA
"55",1,2005,3,1,10,8,4,61,2,1,13,1,1,1,0,45,0,1,0,6958,7,5388154,14370,3.6,0.9511612,NA
"56",1,2005,4,6,10,2,2,51,1,6,2,1,2,1,1,55,0,0,0,1466,7,5388154,14370,3.6,0.9511612,NA
"57",1,2005,3,NA,10,0,1,70,7,3,NA,1,2,1,1,36,1,0,NA,1314,7,5388154,14370,3.6,0.9511612,NA
"58",1,2005,5,NA,5,0,2,71,13,3,4,1,2,1,1,35,0,0,NA,3499,7,5388154,14370,3.6,0.9511612,NA
"59",1,2005,NA,10,1,NA,NA,77,NA,1,3,1,2,1,1,29,1,1,NA,3298,7,5388154,14370,3.6,0.9511612,NA
"60",1,2005,2,NA,5,8,4,50,NA,4,2,1,2,1,1,56,0,0,NA,7538,7,5388154,14370,3.6,0.9511612,NA
"61",1,2005,2,NA,10,10,3,50,3,4,11,1,1,1,0,56,0,0,NA,384,7,5388154,14370,3.6,0.9511612,NA
"62",1,2005,5,1,10,9,3,59,7,2,8,1,2,1,1,47,0,0,0,7418,7,5388154,14370,3.6,0.9511612,NA
"63",1,2005,5,NA,10,4,2,63,2,1,13,1,1,1,0,43,0,1,NA,6455,7,5388154,14370,3.6,0.9511612,NA
"64",1,2005,2,10,8,5,3,73,NA,3,2,1,2,1,1,33,0,0,NA,2462,7,5388154,14370,3.6,0.9511612,NA
"65",1,2005,2,NA,10,9,2,62,5,1,12,1,2,1,1,44,0,1,NA,5728,7,5388154,14370,3.6,0.9511612,NA
"66",1,2005,5,NA,10,NA,1,48,NA,1,NA,1,2,1,1,58,NA,1,NA,3543,7,5388154,14370,3.6,0.9511612,NA
"67",1,2005,5,9,0,0,4,79,18,6,2,1,1,1,0,27,0,0,1,4017,7,5388154,14370,3.6,0.9511612,NA
"68",1,2005,2,10,1,5,3,52,15,1,4,1,2,1,1,54,0,1,NA,4623,7,5388154,14370,3.6,0.9511612,NA
"69",1,2005,4,NA,9,6,3,83,7,6,NA,1,2,1,1,23,1,0,NA,6747,7,5388154,14370,3.6,0.9511612,NA
"70",1,2005,4,NA,6,5,3,75,7,2,3,1,2,1,1,31,1,0,NA,4193,7,5388154,14370,3.6,0.9511612,NA
"71",1,2005,2,NA,10,0,3,69,10,1,7,1,2,1,1,37,0,1,NA,4074,7,5388154,14370,3.6,0.9511612,NA
"72",1,2005,5,1,10,6,3,44,4,1,8,1,2,1,1,62,0,1,1,6347,7,5388154,14370,3.6,0.9511612,NA
"73",1,2005,5,2,10,0,2,47,7,1,7,1,1,1,0,59,0,1,0,145,7,5388154,14370,3.6,0.9511612,NA
"74",1,2005,5,NA,7,0,2,49,NA,4,2,1,2,1,1,57,1,0,NA,6198,7,5388154,14370,3.6,0.9511612,NA
"75",1,2005,2,NA,6,8,NA,79,2,2,7,1,2,1,1,27,1,0,NA,6698,7,5388154,14370,3.6,0.9511612,NA
"76",1,2005,4,NA,10,3,3,52,12,1,5,1,2,1,1,54,0,1,NA,6469,7,5388154,14370,3.6,0.9511612,NA
"77",1,2005,4,NA,NA,NA,NA,74,9,6,4,1,2,1,1,32,NA,0,NA,3662,7,5388154,14370,3.6,0.9511612,NA
"78",1,2005,4,7,10,3,2,59,5,2,9,1,2,1,1,47,0,0,0,3477,7,5388154,14370,3.6,0.9511612,NA
"79",1,2005,2,NA,0,5,NA,62,10,1,NA,1,2,1,1,44,1,1,0,6393,7,5388154,14370,3.6,0.9511612,NA
"80",1,2005,2,1,10,9,4,35,18,5,2,1,2,1,1,71,0,0,0,2749,7,5388154,14370,3.6,0.9511612,NA
"81",1,2005,5,8,8,1,2,60,7,6,4,1,1,1,0,46,0,0,0,3263,7,5388154,14370,3.6,0.9511612,NA
"82",1,2005,3,NA,10,5,2,71,18,2,5,1,2,1,1,35,0,0,NA,4935,7,5388154,14370,3.6,0.9511612,NA
"83",1,2005,2,NA,10,6,2,74,1,6,13,1,1,1,0,32,0,0,NA,5420,7,5388154,14370,3.6,0.9511612,NA
"84",1,2005,5,NA,10,0,4,76,2,1,11,5,1,0,0,30,0,1,NA,6718,7,5388154,14370,3.6,0.9511612,NA
"85",1,2005,5,2,10,0,3,29,2,1,3,1,1,1,0,77,0,1,0,5412,7,5388154,14370,3.6,0.9511612,NA
"86",1,2005,4,3,8,6,2,61,10,1,NA,1,2,1,1,45,0,1,0,6213,7,5388154,14370,3.6,0.9511612,NA
"87",1,2005,4,NA,10,5,3,44,NA,1,5,1,1,1,0,62,0,1,NA,5361,7,5388154,14370,3.6,0.9511612,NA
"88",1,2005,5,NA,1,2,3,50,4,1,11,4,2,0,1,56,0,1,NA,3879,7,5388154,14370,3.6,0.9511612,NA
"89",1,2005,5,2,10,0,4,34,NA,1,NA,1,1,1,0,72,0,1,1,1583,7,5388154,14370,3.6,0.9511612,NA
"90",1,2005,4,3,8,1,2,85,4,6,NA,1,2,1,1,21,0,0,0,802,7,5388154,14370,3.6,0.9511612,NA
"91",1,2005,1,NA,10,8,4,60,7,1,8,1,1,1,0,46,0,1,NA,4586,7,5388154,14370,3.6,0.9511612,NA
"92",1,2005,4,1,10,4,4,53,2,4,5,1,2,1,1,53,0,0,1,4702,7,5388154,14370,3.6,0.9511612,NA
"93",1,2005,5,1,0,0,2,52,1,4,4,1,2,1,1,54,0,0,0,6159,7,5388154,14370,3.6,0.9511612,NA
"94",1,2005,5,1,10,0,2,62,6,1,NA,1,1,1,0,44,0,1,0,5301,7,5388154,14370,3.6,0.9511612,NA
"95",1,2005,5,NA,10,0,2,78,2,2,NA,1,1,1,0,28,0,0,0,5799,7,5388154,14370,3.6,0.9511612,NA
"96",1,2005,1,1,10,10,4,82,7,2,NA,1,1,1,0,24,0,0,0,213,7,5388154,14370,3.6,0.9511612,NA
"97",1,2005,1,1,10,10,5,50,11,1,11,1,1,1,0,56,0,1,1,4141,7,5388154,14370,3.6,0.9511612,NA
"98",1,2005,4,NA,10,2,2,69,18,1,4,1,1,1,0,37,1,1,0,584,7,5388154,14370,3.6,0.9511612,NA
"99",1,2005,4,NA,5,NA,4,79,10,1,4,1,2,1,1,27,1,1,NA,355,7,5388154,14370,3.6,0.9511612,NA
"100",1,2005,5,NA,10,5,3,50,6,4,4,1,2,1,1,56,0,0,NA,5320,7,5388154,14370,3.6,0.9511612,NA
"101",1,2005,5,NA,9,3,1,85,7,6,3,1,2,1,1,21,0,0,NA,4415,7,5388154,14370,3.6,0.9511612,NA
"102",1,2005,3,NA,10,2,2,37,16,1,5,1,1,1,0,69,0,1,NA,3055,7,5388154,14370,3.6,0.9511612,NA
"103",1,2005,3,10,10,0,1,47,2,1,NA,1,1,1,0,59,0,1,0,911,7,5388154,14370,3.6,0.9511612,NA
"104",1,2005,4,1,10,7,2,50,NA,5,3,1,1,1,0,56,0,0,0,60,7,5388154,14370,3.6,0.9511612,NA
"105",1,2005,5,3,10,0,3,51,NA,1,13,1,2,1,1,55,0,1,0,5402,7,5388154,14370,3.6,0.9511612,NA
"106",1,2005,2,NA,10,10,3,61,9,4,2,1,2,1,1,45,0,0,NA,5484,7,5388154,14370,3.6,0.9511612,NA
"107",1,2005,4,NA,10,8,4,79,2,1,10,1,1,1,0,27,0,1,NA,6523,7,5388154,14370,3.6,0.9511612,NA
"108",1,2005,5,NA,2,4,3,77,NA,1,6,1,2,1,1,29,1,1,NA,2857,7,5388154,14370,3.6,0.9511612,NA
"109",1,2005,4,NA,7,7,4,49,15,1,9,1,2,1,1,57,1,1,NA,7109,7,5388154,14370,3.6,0.9511612,NA
"110",1,2005,5,3,10,3,2,42,12,1,4,1,1,1,0,64,0,1,0,594,7,5388154,14370,3.6,0.9511612,NA
"111",1,2005,5,NA,10,0,2,49,9,5,3,1,2,1,1,57,0,0,NA,957,7,5388154,14370,3.6,0.9511612,NA
"112",1,2005,3,1,8,9,4,56,13,6,4,1,2,1,1,50,0,0,0,6870,7,5388154,14370,3.6,0.9511612,NA
"113",1,2005,5,2,10,0,2,47,2,4,6,1,2,1,1,59,0,0,1,6018,7,5388154,14370,3.6,0.9511612,NA
"114",1,2005,3,NA,5,3,NA,68,NA,3,NA,1,2,1,1,38,1,0,NA,4227,7,5388154,14370,3.6,0.9511612,NA
"115",1,2005,4,NA,10,1,2,44,NA,6,3,1,2,1,1,62,0,0,NA,2702,7,5388154,14370,3.6,0.9511612,NA
"116",1,2005,2,1,10,7,3,70,2,1,13,1,1,1,0,36,0,1,1,2299,7,5388154,14370,3.6,0.9511612,NA
"117",1,2005,5,1,10,7,3,76,2,1,11,1,1,1,0,30,0,1,0,5335,7,5388154,14370,3.6,0.9511612,NA
"118",1,2005,2,NA,10,5,4,75,2,1,12,1,1,1,0,31,0,1,NA,6309,7,5388154,14370,3.6,0.9511612,NA
"119",1,2005,3,NA,10,8,4,85,10,6,5,1,1,1,0,21,0,0,NA,5213,7,5388154,14370,3.6,0.9511612,NA
"120",1,2005,2,7,5,4,2,73,10,1,5,1,1,1,0,33,0,1,NA,7402,7,5388154,14370,3.6,0.9511612,NA
"121",1,2005,3,NA,6,0,2,44,14,1,2,1,1,1,0,62,0,1,NA,564,7,5388154,14370,3.6,0.9511612,NA
"122",1,2005,4,10,9,5,3,68,6,6,3,1,1,1,0,38,0,0,NA,847,7,5388154,14370,3.6,0.9511612,NA
"123",1,2005,5,NA,10,2,3,46,1,1,10,1,1,1,0,60,0,1,NA,5947,7,5388154,14370,3.6,0.9511612,NA
"124",1,2005,5,NA,10,0,3,74,2,6,4,1,1,1,0,32,0,0,NA,6394,7,5388154,14370,3.6,0.9511612,NA
"125",1,2005,5,10,5,0,3,61,2,1,13,1,1,1,0,45,0,1,0,3318,7,5388154,14370,3.6,0.9511612,NA
"126",1,2005,2,NA,10,0,2,50,6,1,8,1,1,1,0,56,0,1,NA,694,7,5388154,14370,3.6,0.9511612,NA
"127",1,2005,3,NA,0,5,NA,77,9,1,9,1,2,1,1,29,1,1,NA,3918,7,5388154,14370,3.6,0.9511612,NA
"128",1,2005,5,NA,10,0,3,50,1,1,12,1,2,1,1,56,0,1,NA,5428,7,5388154,14370,3.6,0.9511612,NA
"129",1,2005,5,NA,10,5,2,72,NA,1,3,1,2,1,1,34,0,1,NA,4052,7,5388154,14370,3.6,0.9511612,NA
"130",1,2005,3,NA,10,NA,3,85,7,6,7,1,1,1,0,21,0,0,NA,3773,7,5388154,14370,3.6,0.9511612,NA
"131",1,2005,5,NA,7,0,3,69,10,6,2,1,2,1,1,37,1,0,NA,2437,7,5388154,14370,3.6,0.9511612,NA
"132",1,2005,1,NA,10,10,4,56,NA,1,6,1,1,1,0,50,0,1,NA,4497,7,5388154,14370,3.6,0.9511612,NA
"133",1,2005,4,2,9,0,2,46,10,1,5,1,1,1,0,60,0,1,0,6321,7,5388154,14370,3.6,0.9511612,NA
"134",1,2005,5,1,9,5,3,67,2,1,13,1,1,1,0,39,0,1,0,4863,7,5388154,14370,3.6,0.9511612,NA
"135",1,2005,2,1,10,8,3,41,12,1,4,1,2,1,1,65,0,1,0,7294,7,5388154,14370,3.6,0.9511612,NA
"136",1,2005,5,6,8,3,1,54,1,2,13,1,2,1,1,52,0,0,1,1752,7,5388154,14370,3.6,0.9511612,NA
"137",1,2005,2,NA,10,5,4,76,2,1,NA,1,1,1,0,30,0,1,NA,941,7,5388154,14370,3.6,0.9511612,NA
"138",1,2005,5,NA,10,0,2,40,10,5,5,1,2,1,1,66,0,0,NA,2525,7,5388154,14370,3.6,0.9511612,NA
"139",1,2005,4,10,10,6,3,71,2,1,13,1,1,1,0,35,0,1,NA,3860,7,5388154,14370,3.6,0.9511612,NA
"140",1,2005,5,3,3,9,NA,76,NA,2,3,4,2,0,1,30,1,0,1,3819,7,5388154,14370,3.6,0.9511612,NA
"141",1,2005,5,NA,0,7,NA,85,7,6,NA,1,2,1,1,21,0,0,NA,4145,7,5388154,14370,3.6,0.9511612,NA
"142",1,2005,5,2,10,0,2,34,10,5,NA,1,1,1,0,72,0,0,0,4191,7,5388154,14370,3.6,0.9511612,NA
"143",1,2005,2,NA,10,0,3,41,9,1,2,1,1,1,0,65,0,1,NA,3622,7,5388154,14370,3.6,0.9511612,NA
"144",1,2005,4,1,10,7,3,79,2,2,5,1,2,1,1,27,0,0,0,746,7,5388154,14370,3.6,0.9511612,NA
"145",1,2005,2,1,10,9,3,48,10,1,3,1,2,1,1,58,0,1,0,344,7,5388154,14370,3.6,0.9511612,NA
"146",1,2005,5,3,6,5,3,48,NA,1,6,1,1,1,0,58,1,1,0,5160,7,5388154,14370,3.6,0.9511612,NA
"147",1,2005,5,NA,10,0,3,49,NA,1,4,1,1,1,0,57,0,1,NA,5771,7,5388154,14370,3.6,0.9511612,NA
"148",1,2005,4,10,0,3,3,68,12,1,2,1,2,1,1,38,1,1,NA,592,7,5388154,14370,3.6,0.9511612,NA
"149",1,2005,2,NA,10,9,4,64,7,1,6,1,2,1,1,42,0,1,NA,7148,7,5388154,14370,3.6,0.9511612,NA
"150",1,2005,5,NA,0,3,3,84,7,6,4,2,2,0,1,22,0,0,NA,2092,7,5388154,14370,3.6,0.9511612,NA
"151",1,2005,3,1,7,5,3,65,10,2,8,1,1,1,0,41,0,0,0,1359,7,5388154,14370,3.6,0.9511612,NA
"152",1,2005,4,1,7,5,2,47,14,4,4,1,2,1,1,59,1,0,0,7555,7,5388154,14370,3.6,0.9511612,NA
"153",1,2005,5,10,10,0,2,50,2,1,12,1,1,1,0,56,0,1,NA,2338,7,5388154,14370,3.6,0.9511612,NA
"154",1,2005,2,2,10,9,3,68,18,6,6,1,1,1,0,38,0,0,0,718,7,5388154,14370,3.6,0.9511612,NA
"155",1,2005,4,NA,9,4,3,37,NA,4,4,1,1,1,0,69,0,0,NA,1529,7,5388154,14370,3.6,0.9511612,NA
"156",1,2005,5,1,10,0,2,60,NA,4,2,1,2,1,1,46,0,0,0,6344,7,5388154,14370,3.6,0.9511612,NA
"157",1,2005,3,7,10,0,1,48,18,1,5,1,1,1,0,58,0,1,0,7197,7,5388154,14370,3.6,0.9511612,NA
"158",1,2005,2,1,4,4,2,71,10,2,8,1,1,1,0,35,1,0,0,5740,7,5388154,14370,3.6,0.9511612,NA
"159",1,2005,3,10,5,7,4,52,10,1,1,1,1,1,0,54,0,1,0,761,7,5388154,14370,3.6,0.9511612,NA
"160",1,2005,3,NA,10,5,2,42,7,1,2,1,2,1,1,64,0,1,NA,4042,7,5388154,14370,3.6,0.9511612,NA
"161",1,2005,4,10,NA,1,2,57,7,1,2,1,2,1,1,49,0,1,NA,601,7,5388154,14370,3.6,0.9511612,NA
"162",1,2005,NA,NA,10,1,2,51,NA,4,9,5,1,0,0,55,0,0,NA,1255,7,5388154,14370,3.6,0.9511612,NA
"163",1,2005,5,2,10,2,2,55,7,1,NA,1,1,1,0,51,0,1,0,157,7,5388154,14370,3.6,0.9511612,NA
"164",1,2005,3,NA,10,2,1,64,12,2,6,1,1,1,0,42,0,0,NA,37,7,5388154,14370,3.6,0.9511612,NA
"165",1,2005,5,NA,10,5,2,47,10,1,NA,1,2,1,1,59,0,1,NA,1497,7,5388154,14370,3.6,0.9511612,NA
"166",1,2005,4,3,10,3,2,48,NA,1,5,1,2,1,1,58,0,1,0,5793,7,5388154,14370,3.6,0.9511612,NA
"167",1,2005,3,NA,10,8,3,41,14,1,4,1,1,1,0,65,0,1,NA,7248,7,5388154,14370,3.6,0.9511612,NA
"168",1,2005,4,10,4,7,4,85,10,6,5,1,1,1,0,21,0,0,0,5511,7,5388154,14370,3.6,0.9511612,NA
"169",1,2005,5,2,10,0,2,60,9,4,11,1,1,1,0,46,0,0,0,6036,7,5388154,14370,3.6,0.9511612,NA
"170",1,2005,3,NA,10,0,3,75,NA,2,7,1,1,1,0,31,1,0,NA,3526,7,5388154,14370,3.6,0.9511612,NA
"171",1,2005,4,2,10,0,2,43,9,1,3,1,1,1,0,63,0,1,0,1261,7,5388154,14370,3.6,0.9511612,NA
"172",1,2005,2,1,7,7,3,71,10,5,11,1,2,1,1,35,0,0,0,2477,7,5388154,14370,3.6,0.9511612,NA
"173",1,2005,4,2,10,4,4,81,2,6,13,1,1,1,0,25,0,0,0,2231,7,5388154,14370,3.6,0.9511612,NA
"174",1,2005,5,2,10,0,2,73,1,1,9,1,1,1,0,33,0,1,1,4299,7,5388154,14370,3.6,0.9511612,NA
"175",1,2005,5,1,10,0,2,48,1,1,12,1,1,1,0,58,0,1,0,2720,7,5388154,14370,3.6,0.9511612,NA
"176",1,2005,4,10,0,3,1,75,6,6,4,1,1,1,0,31,1,0,0,5554,7,5388154,14370,3.6,0.9511612,NA
"177",1,2005,4,10,10,7,3,38,10,1,11,1,1,1,0,68,0,1,0,454,7,5388154,14370,3.6,0.9511612,NA
"178",1,2005,3,NA,10,5,3,58,10,4,3,1,2,1,1,48,1,0,NA,6205,7,5388154,14370,3.6,0.9511612,NA
"179",1,2005,3,10,2,7,4,65,2,6,7,1,2,1,1,41,0,0,NA,583,7,5388154,14370,3.6,0.9511612,NA
"180",1,2005,5,NA,10,4,3,70,9,1,NA,1,2,1,1,36,0,1,NA,4590,7,5388154,14370,3.6,0.9511612,NA
"181",1,2005,5,NA,9,0,3,67,NA,2,9,1,2,1,1,39,0,0,NA,2485,7,5388154,14370,3.6,0.9511612,NA
"182",1,2005,4,NA,10,5,3,50,6,1,2,1,1,1,0,56,0,1,NA,1473,7,5388154,14370,3.6,0.9511612,NA
"183",1,2005,2,NA,10,6,3,48,10,1,4,1,1,1,0,58,0,1,NA,4027,7,5388154,14370,3.6,0.9511612,NA
"184",1,2005,4,1,10,6,3,56,1,1,7,1,1,1,0,50,0,1,0,5523,7,5388154,14370,3.6,0.9511612,NA
"185",1,2005,4,NA,0,NA,3,87,7,6,2,1,2,1,1,19,1,0,NA,4146,7,5388154,14370,3.6,0.9511612,NA
"186",1,2005,5,2,10,0,1,72,9,1,5,1,2,1,1,34,0,1,1,3744,7,5388154,14370,3.6,0.9511612,NA
"187",1,2005,2,NA,3,10,4,65,14,1,10,1,1,1,0,41,0,1,NA,1477,7,5388154,14370,3.6,0.9511612,NA
"188",1,2005,4,NA,10,0,2,38,1,5,8,1,2,1,1,68,0,0,NA,4518,7,5388154,14370,3.6,0.9511612,NA
"189",1,2005,4,NA,10,0,2,31,NA,1,6,1,2,1,1,75,0,1,NA,305,7,5388154,14370,3.6,0.9511612,NA
"190",1,2005,5,2,10,0,1,62,NA,1,7,1,2,1,1,44,0,1,0,3221,7,5388154,14370,3.6,0.9511612,NA
"191",1,2005,4,NA,10,10,4,75,2,1,9,1,2,1,1,31,0,1,NA,2859,7,5388154,14370,3.6,0.9511612,NA
"192",1,2005,4,NA,10,6,2,72,10,1,7,1,2,1,1,34,1,1,NA,1887,7,5388154,14370,3.6,0.9511612,NA
"193",1,2005,5,NA,5,0,4,74,15,1,2,1,2,1,1,32,0,1,NA,4802,7,5388154,14370,3.6,0.9511612,NA
"194",1,2005,5,NA,10,2,3,67,9,1,11,1,1,1,0,39,0,1,NA,1609,7,5388154,14370,3.6,0.9511612,NA
"195",1,2005,2,NA,10,8,3,55,2,4,9,1,1,1,0,51,0,0,NA,3430,7,5388154,14370,3.6,0.9511612,NA
"196",1,2005,4,NA,10,0,2,83,7,6,NA,1,1,1,0,23,0,0,NA,2011,7,5388154,14370,3.6,0.9511612,NA
"197",1,2005,5,NA,5,0,3,44,1,1,10,1,2,1,1,62,0,1,NA,1163,7,5388154,14370,3.6,0.9511612,NA
"198",1,2005,5,NA,0,0,3,80,2,2,NA,1,1,1,0,26,0,0,NA,1288,7,5388154,14370,3.6,0.9511612,NA
"199",1,2005,5,NA,10,0,3,38,16,1,4,1,1,1,0,68,1,1,NA,2137,7,5388154,14370,3.6,0.9511612,NA
"200",1,2005,4,NA,10,5,4,75,2,2,9,1,2,1,1,31,0,0,NA,6027,7,5388154,14370,3.6,0.9511612,NA
"201",1,2005,4,10,8,6,NA,79,2,1,6,1,2,1,1,27,0,1,0,3476,7,5388154,14370,3.6,0.9511612,NA
"202",1,2005,4,NA,9,7,4,40,9,5,4,1,2,1,1,66,0,0,NA,3840,7,5388154,14370,3.6,0.9511612,NA
"203",1,2005,5,NA,5,0,1,62,18,4,4,1,2,1,1,44,0,0,NA,5056,7,5388154,14370,3.6,0.9511612,NA
