"","region","year","pmwar","partyid","likelyvote","pmtherm","perception_economy","birthyr","education","marital_status","income","race","gender","white","female","age","low_attention","married","partstrength","besid","region_cas","population","income_pc","unemploy_rate","pctwhite","weights"
"5986",7,2005,4,3,6,0,NA,50,1,1,8,1,1,1,0,56,0,1,0,1433,8,8000550,15148,3.6,0.95105827,NA
"5987",7,2005,3,NA,9,3,2,58,18,1,10,1,2,1,1,48,0,1,NA,6654,8,8000550,15148,3.6,0.95105827,NA
"5988",7,2005,3,NA,10,0,2,39,NA,1,6,1,1,1,0,67,0,1,NA,5076,8,8000550,15148,3.6,0.95105827,NA
"5989",7,2005,NA,NA,6,NA,3,77,10,1,NA,1,1,1,0,29,0,1,NA,5563,8,8000550,15148,3.6,0.95105827,NA
"5990",7,2005,3,NA,10,5,2,57,6,6,5,1,2,1,1,49,0,0,NA,463,8,8000550,15148,3.6,0.95105827,NA
"5991",7,2005,2,10,10,5,3,68,18,1,8,1,1,1,0,38,0,1,0,1679,8,8000550,15148,3.6,0.95105827,NA
"5992",7,2005,4,NA,10,9,4,73,NA,1,4,1,2,1,1,33,0,1,NA,345,8,8000550,15148,3.6,0.95105827,NA
"5993",7,2005,5,NA,3,3,3,77,2,6,8,1,1,1,0,29,1,0,NA,5811,8,8000550,15148,3.6,0.95105827,NA
"5994",7,2005,5,NA,10,1,3,57,2,6,NA,1,1,1,0,49,0,0,NA,5569,8,8000550,15148,3.6,0.95105827,NA
"5995",7,2005,5,2,10,0,2,49,18,1,NA,1,2,1,1,57,0,1,1,7268,8,8000550,15148,3.6,0.95105827,NA
"5996",7,2005,2,NA,7,5,2,79,10,2,10,1,2,1,1,27,0,0,NA,5812,8,8000550,15148,3.6,0.95105827,NA
"5997",7,2005,5,2,6,3,2,85,6,2,6,1,2,1,1,21,0,0,0,7635,8,8000550,15148,3.6,0.95105827,NA
"5998",7,2005,2,NA,1,6,3,82,2,6,8,1,1,1,0,24,0,0,NA,5208,8,8000550,15148,3.6,0.95105827,NA
"5999",7,2005,3,NA,10,0,2,65,6,1,11,1,1,1,0,41,0,1,NA,4114,8,8000550,15148,3.6,0.95105827,NA
"6000",7,2005,2,1,10,7,2,51,15,1,3,1,2,1,1,55,0,1,1,7032,8,8000550,15148,3.6,0.95105827,NA
"6001",7,2005,4,10,9,7,3,73,1,2,5,1,2,1,1,33,1,0,0,837,8,8000550,15148,3.6,0.95105827,NA
"6002",7,2005,3,NA,1,6,3,70,NA,6,2,1,2,1,1,36,1,0,NA,7033,8,8000550,15148,3.6,0.95105827,NA
"6003",7,2005,5,2,10,2,2,37,1,5,3,1,2,1,1,69,0,0,0,7764,8,8000550,15148,3.6,0.95105827,NA
"6004",7,2005,5,NA,5,0,3,59,7,6,4,1,1,1,0,47,1,0,NA,1328,8,8000550,15148,3.6,0.95105827,NA
"6005",7,2005,2,1,10,7,3,73,NA,3,3,1,1,1,0,33,0,0,0,3028,8,8000550,15148,3.6,0.95105827,NA
"6006",7,2005,5,NA,0,1,1,48,15,1,6,1,2,1,1,58,1,1,NA,7522,8,8000550,15148,3.6,0.95105827,NA
"6007",7,2005,1,1,10,8,1,47,10,1,9,1,1,1,0,59,0,1,0,2180,8,8000550,15148,3.6,0.95105827,NA
"6008",7,2005,4,NA,10,9,3,65,12,1,6,3,2,0,1,41,0,1,NA,1088,8,8000550,15148,3.6,0.95105827,NA
"6009",7,2005,5,NA,3,3,2,48,NA,1,NA,1,2,1,1,58,1,1,NA,6068,8,8000550,15148,3.6,0.95105827,NA
"6010",7,2005,5,NA,10,0,1,80,2,6,5,1,2,1,1,26,0,0,NA,5462,8,8000550,15148,3.6,0.95105827,NA
"6011",7,2005,4,3,10,7,4,75,2,1,13,1,1,1,0,31,0,1,0,4733,8,8000550,15148,3.6,0.95105827,NA
"6012",7,2005,2,1,10,8,4,83,7,2,10,1,1,1,0,23,0,0,1,4856,8,8000550,15148,3.6,0.95105827,NA
"6013",7,2005,2,NA,10,0,2,52,7,1,7,1,2,1,1,54,0,1,NA,5464,8,8000550,15148,3.6,0.95105827,NA
"6014",7,2005,4,NA,10,NA,2,77,10,2,7,1,1,1,0,29,0,0,NA,367,8,8000550,15148,3.6,0.95105827,NA
"6015",7,2005,3,NA,8,8,3,48,NA,5,5,1,2,1,1,58,0,0,NA,4009,8,8000550,15148,3.6,0.95105827,NA
"6016",7,2005,2,1,10,2,3,49,15,1,3,1,2,1,1,57,0,1,1,2311,8,8000550,15148,3.6,0.95105827,NA
"6017",7,2005,3,NA,8,5,3,47,14,2,3,1,1,1,0,59,0,0,NA,7412,8,8000550,15148,3.6,0.95105827,NA
"6018",7,2005,2,NA,10,5,3,69,7,1,6,1,1,1,0,37,0,1,NA,2921,8,8000550,15148,3.6,0.95105827,NA
"6019",7,2005,2,2,10,0,2,62,2,1,13,1,1,1,0,44,0,1,0,4744,8,8000550,15148,3.6,0.95105827,NA
"6020",7,2005,5,2,10,0,2,45,3,1,6,1,2,1,1,61,0,1,1,7052,8,8000550,15148,3.6,0.95105827,NA
"6021",7,2005,5,1,10,4,3,60,2,2,13,1,1,1,0,46,0,0,0,3408,8,8000550,15148,3.6,0.95105827,NA
"6022",7,2005,5,2,10,0,1,55,12,4,5,1,1,1,0,51,1,0,0,3531,8,8000550,15148,3.6,0.95105827,NA
"6023",7,2005,5,NA,10,0,2,43,13,4,5,1,1,1,0,63,0,0,NA,5717,8,8000550,15148,3.6,0.95105827,NA
"6024",7,2005,3,NA,5,5,2,75,6,2,11,1,2,1,1,31,1,0,NA,5475,8,8000550,15148,3.6,0.95105827,NA
"6025",7,2005,5,7,10,0,2,44,18,2,5,1,1,1,0,62,0,0,0,3049,8,8000550,15148,3.6,0.95105827,NA
"6026",7,2005,2,1,10,8,2,59,7,6,1,1,1,1,0,47,1,0,1,2442,8,8000550,15148,3.6,0.95105827,NA
"6027",7,2005,4,NA,10,5,4,82,7,2,9,4,2,0,1,24,1,0,NA,3535,8,8000550,15148,3.6,0.95105827,NA
"6028",7,2005,5,1,10,3,2,81,2,2,4,1,2,1,1,25,0,0,0,6814,8,8000550,15148,3.6,0.95105827,NA
"6029",7,2005,5,2,10,0,2,29,18,1,NA,1,1,1,0,77,0,1,0,1109,8,8000550,15148,3.6,0.95105827,NA
"6030",7,2005,5,NA,0,0,1,80,NA,6,6,1,2,1,1,26,1,0,NA,4997,8,8000550,15148,3.6,0.95105827,NA
"6031",7,2005,2,1,9,8,3,40,NA,1,7,1,1,1,0,66,0,1,0,3176,8,8000550,15148,3.6,0.95105827,NA
"6032",7,2005,2,10,9,7,3,42,NA,1,7,1,2,1,1,64,0,1,NA,3056,8,8000550,15148,3.6,0.95105827,NA
"6033",7,2005,5,NA,5,3,4,65,12,6,3,1,2,1,1,41,1,0,NA,2329,8,8000550,15148,3.6,0.95105827,NA
"6034",7,2005,4,1,10,7,2,59,6,2,10,1,2,1,1,47,0,0,0,144,8,8000550,15148,3.6,0.95105827,NA
"6035",7,2005,5,NA,0,0,NA,82,18,6,4,4,2,0,1,24,1,0,NA,7067,8,8000550,15148,3.6,0.95105827,NA
"6036",7,2005,5,2,10,0,2,69,9,1,6,1,2,1,1,37,0,1,0,6704,8,8000550,15148,3.6,0.95105827,NA
"6037",7,2005,4,10,10,7,NA,86,7,6,13,1,1,1,0,20,0,0,0,2333,8,8000550,15148,3.6,0.95105827,NA
"6038",7,2005,5,NA,9,3,NA,63,14,1,13,1,2,1,1,43,1,1,NA,5248,8,8000550,15148,3.6,0.95105827,NA
"6039",7,2005,4,NA,9,5,3,69,10,1,4,1,1,1,0,37,0,1,NA,5733,8,8000550,15148,3.6,0.95105827,NA
"6040",7,2005,5,NA,10,0,3,62,6,1,NA,1,2,1,1,44,0,1,NA,7436,8,8000550,15148,3.6,0.95105827,NA
"6041",7,2005,1,NA,6,7,2,73,NA,6,2,1,2,1,1,33,0,0,NA,7071,8,8000550,15148,3.6,0.95105827,NA
"6042",7,2005,4,NA,9,3,NA,79,2,6,9,1,2,1,1,27,0,0,NA,6710,8,8000550,15148,3.6,0.95105827,NA
"6043",7,2005,5,NA,10,4,3,65,9,2,4,1,1,1,0,41,0,0,NA,5982,8,8000550,15148,3.6,0.95105827,NA
"6044",7,2005,3,NA,10,10,5,63,6,6,NA,1,2,1,1,43,0,0,NA,7075,8,8000550,15148,3.6,0.95105827,NA
"6045",7,2005,3,NA,10,8,2,56,NA,1,NA,1,2,1,1,50,0,1,NA,640,8,8000550,15148,3.6,0.95105827,NA
"6046",7,2005,2,1,10,7,4,41,NA,1,2,1,1,1,0,65,0,1,0,1613,8,8000550,15148,3.6,0.95105827,NA
"6047",7,2005,NA,NA,NA,4,NA,83,9,6,NA,1,2,1,1,23,0,0,NA,4893,8,8000550,15148,3.6,0.95105827,NA
"6048",7,2005,5,7,5,1,2,70,15,2,3,1,2,1,1,36,0,0,0,7321,8,8000550,15148,3.6,0.95105827,NA
"6049",7,2005,5,NA,8,0,1,56,12,1,4,1,2,1,1,50,1,1,NA,5259,8,8000550,15148,3.6,0.95105827,NA
"6050",7,2005,4,2,10,8,2,49,10,2,5,1,2,1,1,57,0,0,0,3924,8,8000550,15148,3.6,0.95105827,NA
"6051",7,2005,5,10,0,3,NA,73,1,2,12,1,2,1,1,33,1,0,NA,4167,8,8000550,15148,3.6,0.95105827,NA
"6052",7,2005,2,NA,10,2,3,63,1,4,4,1,2,1,1,43,0,0,NA,2347,8,8000550,15148,3.6,0.95105827,NA
"6053",7,2005,3,1,10,8,2,72,2,2,8,1,2,1,1,34,1,0,0,891,8,8000550,15148,3.6,0.95105827,NA
"6054",7,2005,2,1,10,6,4,48,2,1,11,1,1,1,0,58,0,1,0,1256,8,8000550,15148,3.6,0.95105827,NA
"6055",7,2005,5,NA,9,4,2,70,7,1,9,1,2,1,1,36,0,1,0,5386,8,8000550,15148,3.6,0.95105827,NA
"6056",7,2005,5,NA,5,1,2,58,NA,4,4,1,2,1,1,48,0,0,NA,6723,8,8000550,15148,3.6,0.95105827,NA
"6057",7,2005,3,1,10,5,3,45,1,4,4,1,2,1,1,61,0,0,0,6360,8,8000550,15148,3.6,0.95105827,NA
"6058",7,2005,5,1,10,2,2,35,3,1,2,1,2,1,1,71,0,1,0,3447,8,8000550,15148,3.6,0.95105827,NA
"6059",7,2005,2,NA,10,10,3,45,18,1,3,1,2,1,1,61,0,1,NA,532,8,8000550,15148,3.6,0.95105827,NA
"6060",7,2005,3,2,10,8,2,79,2,2,12,1,1,1,0,27,0,0,0,5754,8,8000550,15148,3.6,0.95105827,NA
"6061",7,2005,4,1,10,7,4,46,15,1,NA,1,2,1,1,60,0,1,0,5271,8,8000550,15148,3.6,0.95105827,NA
"6062",7,2005,3,NA,0,6,3,80,6,1,NA,2,2,0,1,26,1,1,NA,2964,8,8000550,15148,3.6,0.95105827,NA
"6063",7,2005,5,NA,10,4,3,72,7,2,8,1,2,1,1,34,0,0,NA,6610,8,8000550,15148,3.6,0.95105827,NA
"6064",7,2005,5,3,3,2,NA,86,6,2,NA,1,2,1,1,20,0,0,NA,5274,8,8000550,15148,3.6,0.95105827,NA
"6065",7,2005,5,NA,10,0,2,58,9,6,8,1,1,1,0,48,0,0,NA,903,8,8000550,15148,3.6,0.95105827,NA
"6066",7,2005,2,NA,8,7,4,69,2,6,10,1,1,1,0,37,0,0,NA,1997,8,8000550,15148,3.6,0.95105827,NA
"6067",7,2005,4,NA,10,7,4,47,1,1,12,1,1,1,0,59,0,1,NA,6491,8,8000550,15148,3.6,0.95105827,NA
"6068",7,2005,2,1,9,7,4,54,7,4,8,1,2,1,1,52,0,0,0,1999,8,8000550,15148,3.6,0.95105827,NA
"6069",7,2005,2,1,9,9,4,77,NA,1,1,1,2,1,1,29,0,1,0,3092,8,8000550,15148,3.6,0.95105827,NA
"6070",7,2005,4,NA,0,3,2,58,13,6,5,1,1,1,0,48,0,0,NA,2730,8,8000550,15148,3.6,0.95105827,NA
"6071",7,2005,1,1,10,10,5,45,2,1,5,1,1,1,0,61,0,1,1,3338,8,8000550,15148,3.6,0.95105827,NA
"6072",7,2005,5,NA,10,0,3,66,6,6,4,1,2,1,1,40,0,0,NA,2367,8,8000550,15148,3.6,0.95105827,NA
"6073",7,2005,4,2,8,0,3,56,7,1,7,1,2,1,1,50,0,1,0,3218,8,8000550,15148,3.6,0.95105827,NA
"6074",7,2005,4,NA,0,4,3,51,10,1,6,1,2,1,1,55,1,1,NA,5890,8,8000550,15148,3.6,0.95105827,NA
"6075",7,2005,4,2,10,4,3,80,7,4,4,1,2,1,1,26,0,0,0,7347,8,8000550,15148,3.6,0.95105827,NA
"6076",7,2005,3,2,10,7,2,61,2,1,13,1,1,1,0,45,0,1,1,6015,8,8000550,15148,3.6,0.95105827,NA
"6077",7,2005,5,NA,10,NA,2,59,5,1,6,1,1,1,0,47,0,1,NA,4437,8,8000550,15148,3.6,0.95105827,NA
"6078",7,2005,5,NA,10,6,4,70,1,6,NA,1,1,1,0,36,0,0,NA,552,8,8000550,15148,3.6,0.95105827,NA
"6079",7,2005,4,NA,10,4,2,73,2,1,11,1,1,1,0,33,0,1,NA,5046,8,8000550,15148,3.6,0.95105827,NA
"6080",7,2005,3,NA,5,3,1,63,7,1,5,1,2,1,1,43,1,1,0,7232,8,8000550,15148,3.6,0.95105827,NA
"6081",7,2005,5,NA,10,1,3,55,10,1,7,1,2,1,1,51,0,1,NA,2012,8,8000550,15148,3.6,0.95105827,NA
"6082",7,2005,4,NA,10,5,2,70,NA,6,12,1,1,1,0,36,1,0,NA,3469,8,8000550,15148,3.6,0.95105827,NA
"6083",7,2005,4,NA,10,3,2,71,7,6,6,1,1,1,0,35,0,0,NA,70,8,8000550,15148,3.6,0.95105827,NA
"6084",7,2005,5,NA,10,3,4,51,NA,4,4,1,2,1,1,55,1,0,NA,7236,8,8000550,15148,3.6,0.95105827,NA
"6085",7,2005,5,NA,7,7,2,70,9,1,2,1,2,1,1,36,1,1,NA,7478,8,8000550,15148,3.6,0.95105827,NA
"6086",7,2005,5,NA,10,0,3,71,6,6,7,1,2,1,1,35,0,0,NA,5902,8,8000550,15148,3.6,0.95105827,NA
"6087",7,2005,2,2,10,5,2,79,15,2,7,1,2,1,1,27,1,0,0,7118,8,8000550,15148,3.6,0.95105827,NA
"6088",7,2005,2,2,10,0,2,31,7,1,6,1,1,1,0,75,0,1,1,5419,8,8000550,15148,3.6,0.95105827,NA
"6089",7,2005,4,10,3,6,4,65,15,1,6,1,2,1,1,41,1,1,0,7242,8,8000550,15148,3.6,0.95105827,NA
"6090",7,2005,5,NA,10,0,3,44,10,1,3,1,2,1,1,62,0,1,NA,199,8,8000550,15148,3.6,0.95105827,NA
"6091",7,2005,5,NA,10,2,2,49,9,1,NA,1,1,1,0,57,0,1,NA,4572,8,8000550,15148,3.6,0.95105827,NA
"6092",7,2005,5,NA,8,2,2,76,10,2,11,1,2,1,1,30,1,0,NA,7488,8,8000550,15148,3.6,0.95105827,NA
"6093",7,2005,5,7,3,2,3,54,NA,1,NA,1,2,1,1,52,0,1,0,1660,8,8000550,15148,3.6,0.95105827,NA
"6094",7,2005,4,NA,10,0,3,66,6,1,10,1,1,1,0,40,0,1,NA,5304,8,8000550,15148,3.6,0.95105827,NA
"6095",7,2005,5,3,10,1,3,64,1,2,9,1,1,1,0,42,0,0,0,3848,8,8000550,15148,3.6,0.95105827,NA
"6096",7,2005,4,1,2,8,NA,85,7,6,1,1,2,1,1,21,1,0,0,5668,8,8000550,15148,3.6,0.95105827,NA
"6097",7,2005,3,NA,9,6,2,65,7,3,3,1,1,1,0,41,0,0,0,814,8,8000550,15148,3.6,0.95105827,NA
"6098",7,2005,5,NA,10,2,2,59,6,1,8,5,1,0,0,47,0,1,0,815,8,8000550,15148,3.6,0.95105827,NA
"6099",7,2005,5,NA,10,0,3,74,9,1,NA,1,2,1,1,32,0,1,NA,5307,8,8000550,15148,3.6,0.95105827,NA
"6100",7,2005,2,1,4,7,2,80,NA,1,12,1,1,1,0,26,0,1,0,2031,8,8000550,15148,3.6,0.95105827,NA
"6101",7,2005,5,2,10,0,2,71,NA,1,8,1,1,1,0,35,0,1,0,6647,8,8000550,15148,3.6,0.95105827,NA
"6102",7,2005,5,2,10,2,2,55,4,1,NA,1,1,1,0,51,0,1,0,3975,8,8000550,15148,3.6,0.95105827,NA
"6103",7,2005,2,2,10,0,4,45,2,2,10,1,1,1,0,61,0,0,0,5432,8,8000550,15148,3.6,0.95105827,NA
"6104",7,2005,2,2,10,5,3,64,7,1,6,1,2,1,1,42,1,1,0,4221,8,8000550,15148,3.6,0.95105827,NA
"6105",7,2005,5,2,10,1,1,37,9,1,5,1,1,1,0,69,0,1,0,2400,8,8000550,15148,3.6,0.95105827,NA
"6106",7,2005,2,10,10,1,3,46,10,1,6,1,2,1,1,60,1,1,NA,4588,8,8000550,15148,3.6,0.95105827,NA
"6107",7,2005,5,2,10,0,1,78,NA,2,4,1,1,1,0,28,0,0,1,5803,8,8000550,15148,3.6,0.95105827,NA
"6108",7,2005,5,6,5,7,1,68,NA,1,6,1,2,1,1,38,1,1,0,2767,8,8000550,15148,3.6,0.95105827,NA
"6109",7,2005,4,NA,10,8,4,56,13,3,5,1,1,1,0,50,0,0,NA,3011,8,8000550,15148,3.6,0.95105827,NA
"6110",7,2005,4,3,3,2,4,85,2,6,4,1,1,1,0,21,0,0,0,5805,8,8000550,15148,3.6,0.95105827,NA
"6111",7,2005,4,NA,5,2,3,84,3,6,6,1,2,1,1,22,0,0,NA,2040,8,8000550,15148,3.6,0.95105827,NA
"6112",7,2005,5,2,7,0,1,39,NA,6,4,1,2,1,1,67,1,0,0,5078,8,8000550,15148,3.6,0.95105827,NA
"6113",7,2005,4,NA,10,10,3,48,1,1,12,1,1,1,0,58,0,1,NA,2165,8,8000550,15148,3.6,0.95105827,NA
"6114",7,2005,2,1,10,4,3,66,16,1,4,1,1,1,0,40,0,1,0,1195,8,8000550,15148,3.6,0.95105827,NA
"6115",7,2005,4,1,10,7,2,41,6,1,6,1,1,1,0,65,0,1,0,3504,8,8000550,15148,3.6,0.95105827,NA
"6116",7,2005,1,NA,10,9,4,35,7,1,3,1,1,1,0,71,0,1,NA,7147,8,8000550,15148,3.6,0.95105827,NA
"6117",7,2005,4,NA,10,3,2,48,10,1,9,1,1,1,0,58,0,1,NA,7755,8,8000550,15148,3.6,0.95105827,NA
"6118",7,2005,4,2,3,1,4,75,10,1,6,1,2,1,1,31,0,1,0,468,8,8000550,15148,3.6,0.95105827,NA
"6119",7,2005,NA,NA,4,0,2,80,10,3,2,1,2,1,1,26,0,0,NA,6908,8,8000550,15148,3.6,0.95105827,NA
"6120",7,2005,4,1,10,7,4,48,14,4,2,1,2,1,1,58,0,0,0,7515,8,8000550,15148,3.6,0.95105827,NA
"6121",7,2005,4,3,10,5,1,71,6,4,2,1,2,1,1,35,1,0,0,4238,8,8000550,15148,3.6,0.95105827,NA
"6122",7,2005,5,3,10,4,2,42,2,4,3,1,1,1,0,64,0,0,1,5697,8,8000550,15148,3.6,0.95105827,NA
"6123",7,2005,1,NA,9,5,2,74,18,6,2,1,1,1,0,32,0,0,NA,1690,8,8000550,15148,3.6,0.95105827,NA
"6124",7,2005,2,2,10,0,2,54,NA,1,NA,1,2,1,1,52,0,1,0,6061,8,8000550,15148,3.6,0.95105827,NA
"6125",7,2005,5,NA,7,4,3,59,5,1,6,1,1,1,0,47,0,1,NA,2298,8,8000550,15148,3.6,0.95105827,NA
"6126",7,2005,3,10,0,2,3,83,9,2,4,1,2,1,1,23,1,0,NA,3514,8,8000550,15148,3.6,0.95105827,NA
"6127",7,2005,5,NA,10,5,2,79,2,2,9,1,2,1,1,27,0,0,NA,1087,8,8000550,15148,3.6,0.95105827,NA
"6128",7,2005,5,NA,9,4,3,74,2,2,11,1,2,1,1,32,0,0,NA,4364,8,8000550,15148,3.6,0.95105827,NA
"6129",7,2005,5,NA,7,0,2,74,7,2,11,1,1,1,0,32,0,0,NA,115,8,8000550,15148,3.6,0.95105827,NA
"6130",7,2005,5,7,10,0,2,56,NA,1,3,1,2,1,1,50,0,1,0,6190,8,8000550,15148,3.6,0.95105827,NA
"6131",7,2005,1,NA,10,10,4,64,10,4,3,1,2,1,1,42,0,0,NA,7646,8,8000550,15148,3.6,0.95105827,NA
"6132",7,2005,5,6,1,0,2,45,5,4,2,1,2,1,1,61,0,0,0,4002,8,8000550,15148,3.6,0.95105827,NA
"6133",7,2005,4,10,10,5,2,40,NA,1,NA,1,2,1,1,66,0,1,0,7040,8,8000550,15148,3.6,0.95105827,NA
"6134",7,2005,5,1,10,9,4,76,2,6,10,1,1,1,0,30,0,0,1,5221,8,8000550,15148,3.6,0.95105827,NA
"6135",7,2005,2,NA,2,2,3,43,NA,3,7,4,1,0,0,63,1,0,NA,1093,8,8000550,15148,3.6,0.95105827,NA
"6136",7,2005,1,1,10,10,4,74,15,6,3,1,1,1,0,32,0,0,0,488,8,8000550,15148,3.6,0.95105827,NA
"6137",7,2005,2,1,0,9,4,NA,7,6,NA,1,1,1,0,NA,0,0,0,6440,8,8000550,15148,3.6,0.95105827,NA
"6138",7,2005,4,2,10,0,2,66,6,1,NA,1,1,1,0,40,0,1,0,4620,8,8000550,15148,3.6,0.95105827,NA
"6139",7,2005,4,NA,10,6,2,66,2,1,10,5,1,0,0,40,0,1,NA,3041,8,8000550,15148,3.6,0.95105827,NA
"6140",7,2005,5,NA,10,5,3,69,7,3,5,1,1,1,0,37,0,0,NA,4500,8,8000550,15148,3.6,0.95105827,NA
"6141",7,2005,NA,NA,3,NA,NA,49,9,2,5,1,2,1,1,57,NA,0,NA,7172,8,8000550,15148,3.6,0.95105827,NA
"6142",7,2005,3,NA,7,6,3,64,9,1,10,1,1,1,0,42,0,1,NA,6808,8,8000550,15148,3.6,0.95105827,NA
"6143",7,2005,5,NA,6,NA,2,81,10,3,3,5,2,0,1,25,1,0,NA,4745,8,8000550,15148,3.6,0.95105827,NA
"6144",7,2005,4,1,9,6,4,55,2,1,NA,1,2,1,1,51,0,1,0,10,8,8000550,15148,3.6,0.95105827,NA
"6145",7,2005,4,NA,10,5,3,47,10,1,9,1,1,1,0,59,0,1,NA,5838,8,8000550,15148,3.6,0.95105827,NA
"6146",7,2005,5,NA,7,2,4,54,7,1,11,1,1,1,0,52,0,1,NA,1105,8,8000550,15148,3.6,0.95105827,NA
"6147",7,2005,5,2,10,0,3,46,9,1,10,1,2,1,1,60,0,1,0,1835,8,8000550,15148,3.6,0.95105827,NA
"6148",7,2005,4,NA,6,NA,2,71,10,2,9,1,2,1,1,35,0,0,NA,2929,8,8000550,15148,3.6,0.95105827,NA
"6149",7,2005,5,1,10,6,4,40,7,4,5,1,1,1,0,66,0,0,0,1472,8,8000550,15148,3.6,0.95105827,NA
"6150",7,2005,5,NA,6,7,3,76,7,1,2,1,2,1,1,30,1,1,0,5237,8,8000550,15148,3.6,0.95105827,NA
"6151",7,2005,4,2,5,5,2,59,10,1,6,1,2,1,1,47,0,1,0,6210,8,8000550,15148,3.6,0.95105827,NA
"6152",7,2005,5,NA,7,4,3,82,1,6,1,1,2,1,1,24,0,0,NA,5119,8,8000550,15148,3.6,0.95105827,NA
"6153",7,2005,5,2,10,0,2,44,14,1,6,1,2,1,1,62,0,1,0,6091,8,8000550,15148,3.6,0.95105827,NA
"6154",7,2005,4,NA,10,2,4,49,3,1,11,1,2,1,1,57,0,1,NA,3177,8,8000550,15148,3.6,0.95105827,NA
"6155",7,2005,2,NA,10,4,3,86,7,6,6,1,1,1,0,20,0,0,NA,2207,8,8000550,15148,3.6,0.95105827,NA
"6156",7,2005,3,NA,0,0,2,66,7,1,8,1,1,1,0,40,0,1,NA,2452,8,8000550,15148,3.6,0.95105827,NA
"6157",7,2005,5,2,9,7,2,85,7,6,10,1,1,1,0,21,0,0,0,6460,8,8000550,15148,3.6,0.95105827,NA
"6158",7,2005,2,NA,10,7,4,75,NA,6,5,1,1,1,0,31,0,0,NA,5731,8,8000550,15148,3.6,0.95105827,NA
"6159",7,2005,3,1,8,8,4,87,6,6,12,1,2,1,1,19,1,0,0,4640,8,8000550,15148,3.6,0.95105827,NA
"6160",7,2005,5,10,10,0,2,49,16,1,3,1,1,1,0,57,0,1,0,1118,8,8000550,15148,3.6,0.95105827,NA
"6161",7,2005,4,NA,7,5,2,50,10,1,NA,1,2,1,1,56,0,1,NA,5128,8,8000550,15148,3.6,0.95105827,NA
"6162",7,2005,5,NA,8,1,NA,75,2,6,4,1,1,1,0,31,0,0,NA,5736,8,8000550,15148,3.6,0.95105827,NA
"6163",7,2005,5,1,8,4,4,49,2,2,6,1,2,1,1,57,1,0,0,5129,8,8000550,15148,3.6,0.95105827,NA
"6164",7,2005,4,7,5,5,3,42,NA,5,2,1,2,1,1,64,0,0,0,7680,8,8000550,15148,3.6,0.95105827,NA
"6165",7,2005,2,1,10,8,3,54,15,1,6,1,2,1,1,52,0,1,0,7317,8,8000550,15148,3.6,0.95105827,NA
"6166",7,2005,2,NA,10,6,3,48,18,1,7,1,2,1,1,58,0,1,NA,6346,8,8000550,15148,3.6,0.95105827,NA
"6167",7,2005,5,3,10,2,1,43,18,3,3,1,1,1,0,63,0,0,0,7198,8,8000550,15148,3.6,0.95105827,NA
"6168",7,2005,2,1,10,8,4,37,NA,1,2,1,1,1,0,69,1,1,0,7201,8,8000550,15148,3.6,0.95105827,NA
"6169",7,2005,5,NA,0,4,2,78,1,2,4,1,2,1,1,28,0,0,NA,4892,8,8000550,15148,3.6,0.95105827,NA
"6170",7,2005,2,NA,5,5,NA,59,NA,1,2,1,2,1,1,47,0,1,NA,6471,8,8000550,15148,3.6,0.95105827,NA
"6171",7,2005,3,NA,5,6,3,60,10,2,7,1,2,1,1,46,0,0,NA,4409,8,8000550,15148,3.6,0.95105827,NA
"6172",7,2005,5,2,10,4,2,51,10,1,8,1,1,1,0,55,0,1,1,2103,8,8000550,15148,3.6,0.95105827,NA
"6173",7,2005,5,2,9,0,2,65,10,2,NA,1,2,1,1,41,0,0,0,4289,8,8000550,15148,3.6,0.95105827,NA
"6174",7,2005,5,NA,5,0,2,74,10,1,5,1,2,1,1,32,0,1,NA,5384,8,8000550,15148,3.6,0.95105827,NA
"6175",7,2005,2,2,5,3,3,49,NA,3,4,1,1,1,0,57,1,0,0,7570,8,8000550,15148,3.6,0.95105827,NA
"6176",7,2005,2,NA,10,7,3,47,NA,1,5,1,2,1,1,59,1,1,NA,7328,8,8000550,15148,3.6,0.95105827,NA
"6177",7,2005,2,2,10,4,3,48,18,1,9,1,1,1,0,58,0,1,0,1379,8,8000550,15148,3.6,0.95105827,NA
"6178",7,2005,4,2,10,0,1,52,18,1,11,1,1,1,0,54,0,1,1,2837,8,8000550,15148,3.6,0.95105827,NA
"6179",7,2005,3,3,10,7,4,76,2,2,11,1,2,1,1,30,0,0,0,1017,8,8000550,15148,3.6,0.95105827,NA
"6180",7,2005,3,NA,10,6,NA,73,NA,1,3,1,2,1,1,33,1,1,NA,1504,8,8000550,15148,3.6,0.95105827,NA
"6181",7,2005,5,NA,9,0,3,64,18,2,10,1,1,1,0,42,0,0,NA,4054,8,8000550,15148,3.6,0.95105827,NA
"6182",7,2005,5,NA,10,0,3,65,7,1,8,1,2,1,1,41,0,1,NA,4053,8,8000550,15148,3.6,0.95105827,NA
"6183",7,2005,5,NA,8,8,3,67,2,1,13,1,1,1,0,39,0,1,NA,3449,8,8000550,15148,3.6,0.95105827,NA
"6184",7,2005,3,2,10,3,3,73,2,1,13,1,1,1,0,33,0,1,0,5878,8,8000550,15148,3.6,0.95105827,NA
"6185",7,2005,3,10,0,6,2,35,7,3,3,1,2,1,1,71,0,0,NA,7580,8,8000550,15148,3.6,0.95105827,NA
