"","leg_party","leg_republican","leg_black","leg_latino","reply_atall","treat_deshawn","treat_demprimary","treat_repprimary","treat_noprimary","treat_group","treat_jake","leg_notwhite","leg_white","leg_notblackotherminority","treat_primary"
"409","D",0,0,1,0,0,0,1,0,3,1,1,0,1,1
"410","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"411","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"412","D",0,0,0,0,0,0,0,1,0,1,1,0,1,0
"413","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"414","D",0,0,1,1,1,1,0,0,4,0,1,0,1,1
"415","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"416","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"417","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"418","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"419","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"420","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"421","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"422","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"423","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"424","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"425","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"426","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"427","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"428","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"429","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"430","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"431","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"432","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"433","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"434","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"435","D",0,0,1,0,0,0,1,0,3,1,1,0,1,1
"436","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"437","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"438","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"439","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"440","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"441","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"442","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"443","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"444","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"445","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"446","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"447","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"448","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"449","D",0,0,1,0,0,1,0,0,5,1,1,0,1,1
"450","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"451","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"452","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"453","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"454","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"455","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"456","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"457","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"458","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"459","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"460","D",0,0,0,0,1,0,0,1,6,0,1,0,1,0
"461","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"462","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"463","D",0,0,0,1,1,1,0,0,4,0,1,0,1,1
"464","R",1,0,1,1,1,0,1,0,2,0,1,0,1,1
"465","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"466","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"467","D",0,0,1,0,0,0,0,1,0,1,1,0,1,0
"468","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"469","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"470","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"471","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"472","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"473","D",0,0,1,1,0,0,1,0,3,1,1,0,1,1
"474","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"475","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"476","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"477","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"478","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"479","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"480","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"481","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"482","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"483","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"484","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"485","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"486","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"487","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"488","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"489","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"490","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"491","D",0,1,1,0,0,1,0,0,5,1,1,0,0,1
"492","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"493","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"494","D",0,1,0,1,0,0,0,1,0,1,1,0,0,0
"495","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"496","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"497","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"498","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"499","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"500","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"501","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"502","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"503","D",0,1,1,1,1,0,0,1,6,0,1,0,0,0
"504","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"505","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"506","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"507","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"508","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"509","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"510","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"511","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"512","R",1,0,0,1,0,0,1,0,3,1,1,0,1,1
"513","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"514","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"515","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"516","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"517","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"518","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"519","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"520","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"521","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"522","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"523","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"524","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"525","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"526","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"527","D",0,1,0,1,0,1,0,0,5,1,1,0,0,1
"528","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"529","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"530","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"531","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"532","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"533","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"534","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"535","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"536","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"537","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"538","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"539","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"540","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"541","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"542","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"543","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"544","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"545","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"546","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"547","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"548","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"549","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"550","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"551","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"552","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"553","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"554","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"555","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"556","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"557","D",0,0,1,1,0,1,0,0,5,1,1,0,1,1
"558","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"559","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"560","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"561","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"562","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"563","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"564","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"565","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"566","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"567","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"568","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"569","R",1,0,0,0,0,0,1,0,3,1,1,0,1,1
"570","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"571","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"572","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"573","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"574","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"575","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"576","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"577","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"578","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"579","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"580","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"581","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"582","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"583","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"584","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"585","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"586","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"587","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"588","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"589","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"590","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"591","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"592","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"593","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"594","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"595","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"596","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"597","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"598","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"599","D",0,1,1,0,0,0,1,0,3,1,1,0,0,1
"600","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"601","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"602","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"603","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"604","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"605","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"606","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"607","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"608","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"609","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"610","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"611","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"612","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"613","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"614","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"615","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"616","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"617","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"618","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"619","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"620","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"621","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"622","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"623","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"624","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"625","R",1,1,0,1,0,0,1,0,3,1,1,0,0,1
"626","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"627","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"628","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"629","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"630","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"631","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"632","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"633","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"634","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"635","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"636","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"637","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"638","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"639","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"640","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"641","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"642","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"643","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"644","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"645","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"646","R",1,0,1,1,0,0,1,0,3,1,1,0,1,1
"647","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"648","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"649","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"650","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"651","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"652","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"653","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"654","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"655","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"656","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"657","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"658","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"659","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"660","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"661","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"662","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"663","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"664","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"665","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"666","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"667","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"668","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"669","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"670","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"671","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"672","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"673","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"674","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"675","R",1,0,1,0,0,1,0,0,5,1,1,0,1,1
"676","D",0,0,1,0,0,1,0,0,5,1,1,0,1,1
"677","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"678","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"679","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"680","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"681","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"682","R",1,0,1,1,1,1,0,0,4,0,1,0,1,1
"683","R",1,1,0,0,1,0,0,1,6,0,1,0,0,0
"684","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"685","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"686","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"687","R",1,0,1,0,0,0,0,1,0,1,1,0,1,0
"688","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"689","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"690","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"691","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"692","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"693","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"694","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"695","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"696","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"697","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"698","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"699","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"700","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"701","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"702","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"703","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"704","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"705","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"706","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"707","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"708","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"709","R",1,0,1,0,0,1,0,0,5,1,1,0,1,1
"710","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"711","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"712","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"713","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"714","R",1,0,1,1,1,1,0,0,4,0,1,0,1,1
"715","R",1,0,1,0,0,1,0,0,5,1,1,0,1,1
"716","D",0,0,1,1,1,0,1,0,2,0,1,0,1,1
"717","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"718","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"719","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"720","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"721","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"722","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"723","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"724","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"725","R",1,0,1,0,1,1,0,0,4,0,1,0,1,1
"726","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"727","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"728","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"729","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"730","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"731","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"732","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"733","D",0,1,0,1,1,0,1,0,2,0,1,0,0,1
"734","D",0,1,0,1,1,1,0,0,4,0,1,0,0,1
"735","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"736","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"737","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"738","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"739","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"740","R",1,0,1,1,0,1,0,0,5,1,1,0,1,1
"741","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"742","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"743","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"744","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"745","R",1,1,0,1,0,0,0,1,0,1,1,0,0,0
"746","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"747","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"748","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"749","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"750","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"751","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"752","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"753","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"754","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"755","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"756","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"757","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"758","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"759","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"760","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"761","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"762","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"763","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"764","D",0,0,1,0,0,0,1,0,3,1,1,0,1,1
"765","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"766","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"767","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"768","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"769","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"770","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"771","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"772","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"773","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"774","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"775","D",0,1,0,1,0,0,1,0,3,1,1,0,0,1
"776","R",1,0,1,1,1,0,1,0,2,0,1,0,1,1
"777","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"778","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"779","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"780","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"781","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"782","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"783","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"784","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"785","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"786","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"787","R",1,0,1,1,0,0,0,1,0,1,1,0,1,0
"788","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"789","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"790","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"791","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"792","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"793","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"794","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"795","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"796","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"797","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"798","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"799","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"800","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"801","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"802","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"803","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"804","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"805","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"806","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"807","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"808","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"809","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"810","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"811","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"812","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"813","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"814","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"815","D",0,1,0,1,0,0,0,1,0,1,1,0,0,0
"816","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"817","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"818","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"819","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"820","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"821","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"822","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"823","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"824","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"825","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"826","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"827","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"828","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"829","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
